"doy_frac","variable","value","temp_depth_m","temp_c"
143.3333333,"X0.25",16.61777778,0.25,16.61777778
143.3541667,"X0.25",16.71277778,0.25,16.71277778
143.375,"X0.25",16.80777778,0.25,16.80777778
143.3958333,"X0.25",16.80777778,0.25,16.80777778
143.4166667,"X0.25",16.99888889,0.25,16.99888889
143.4375,"X0.25",17.18888889,0.25,17.18888889
143.4583333,"X0.25",17.475,0.25,17.475
143.4791667,"X0.25",17.95,0.25,17.95
143.5,"X0.25",18.61611111,0.25,18.61611111
143.5208333,"X0.25",19.37722222,0.25,19.37722222
143.5416667,"X0.25",18.99611111,0.25,18.99611111
143.5625,"X0.25",18.71111111,0.25,18.71111111
143.5833333,"X0.25",19.94777778,0.25,19.94777778
143.6041667,"X0.25",18.90111111,0.25,18.90111111
143.625,"X0.25",20.13777778,0.25,20.13777778
143.6458333,"X0.25",19.85277778,0.25,19.85277778
143.6666667,"X0.25",19.37722222,0.25,19.37722222
143.6875,"X0.25",19.47222222,0.25,19.47222222
143.7083333,"X0.25",19.75777778,0.25,19.75777778
143.7291667,"X0.25",19.56722222,0.25,19.56722222
143.75,"X0.25",19.37722222,0.25,19.37722222
143.7708333,"X0.25",19.37722222,0.25,19.37722222
143.7916667,"X0.25",19.56722222,0.25,19.56722222
143.8125,"X0.25",19.47222222,0.25,19.47222222
143.8333333,"X0.25",19.56722222,0.25,19.56722222
143.8541667,"X0.25",19.37722222,0.25,19.37722222
143.875,"X0.25",19.56722222,0.25,19.56722222
143.8958333,"X0.25",19.47222222,0.25,19.47222222
143.9166667,"X0.25",19.37722222,0.25,19.37722222
143.9375,"X0.25",19.37722222,0.25,19.37722222
143.9583333,"X0.25",19.28222222,0.25,19.28222222
143.9791667,"X0.25",19.18722222,0.25,19.18722222
144,"X0.25",19.09222222,0.25,19.09222222
144.0208333,"X0.25",18.99611111,0.25,18.99611111
144.0416667,"X0.25",18.99611111,0.25,18.99611111
144.0625,"X0.25",18.90111111,0.25,18.90111111
144.0833333,"X0.25",18.80611111,0.25,18.80611111
144.1041667,"X0.25",18.71111111,0.25,18.71111111
144.125,"X0.25",18.61611111,0.25,18.61611111
144.1458333,"X0.25",18.61611111,0.25,18.61611111
144.1666667,"X0.25",18.52111111,0.25,18.52111111
144.1875,"X0.25",18.42611111,0.25,18.42611111
144.2083333,"X0.25",18.33111111,0.25,18.33111111
144.2291667,"X0.25",18.23611111,0.25,18.23611111
144.25,"X0.25",18.23611111,0.25,18.23611111
144.2708333,"X0.25",18.14,0.25,18.14
144.2916667,"X0.25",18.14,0.25,18.14
144.3125,"X0.25",18.045,0.25,18.045
144.3333333,"X0.25",18.045,0.25,18.045
144.3541667,"X0.25",18.045,0.25,18.045
144.375,"X0.25",18.14,0.25,18.14
144.3958333,"X0.25",18.045,0.25,18.045
144.4166667,"X0.25",18.33111111,0.25,18.33111111
144.4375,"X0.25",19.37722222,0.25,19.37722222
144.4583333,"X0.25",18.80611111,0.25,18.80611111
144.4791667,"X0.25",18.71111111,0.25,18.71111111
144.5,"X0.25",19.37722222,0.25,19.37722222
144.5208333,"X0.25",19.18722222,0.25,19.18722222
144.5416667,"X0.25",19.66222222,0.25,19.66222222
144.5625,"X0.25",19.85277778,0.25,19.85277778
144.5833333,"X0.25",20.04277778,0.25,20.04277778
144.6041667,"X0.25",20.32888889,0.25,20.32888889
144.625,"X0.25",20.23388889,0.25,20.23388889
144.6458333,"X0.25",20.23388889,0.25,20.23388889
144.6666667,"X0.25",20.99611111,0.25,20.99611111
144.6875,"X0.25",21.56888889,0.25,21.56888889
144.7083333,"X0.25",20.99611111,0.25,20.99611111
144.7291667,"X0.25",21.66388889,0.25,21.66388889
144.75,"X0.25",21.56888889,0.25,21.56888889
144.7708333,"X0.25",21.28222222,0.25,21.28222222
144.7916667,"X0.25",21.28222222,0.25,21.28222222
144.8125,"X0.25",20.99611111,0.25,20.99611111
144.8333333,"X0.25",20.90111111,0.25,20.90111111
144.8541667,"X0.25",20.99611111,0.25,20.99611111
144.875,"X0.25",20.90111111,0.25,20.90111111
144.8958333,"X0.25",20.90111111,0.25,20.90111111
144.9166667,"X0.25",20.90111111,0.25,20.90111111
144.9375,"X0.25",20.805,0.25,20.805
144.9583333,"X0.25",20.71,0.25,20.71
144.9791667,"X0.25",20.615,0.25,20.615
145,"X0.25",20.42388889,0.25,20.42388889
145.0208333,"X0.25",20.32888889,0.25,20.32888889
145.0416667,"X0.25",20.13777778,0.25,20.13777778
145.0625,"X0.25",20.04277778,0.25,20.04277778
145.0833333,"X0.25",19.94777778,0.25,19.94777778
145.1041667,"X0.25",19.75777778,0.25,19.75777778
145.125,"X0.25",19.75777778,0.25,19.75777778
145.1458333,"X0.25",19.66222222,0.25,19.66222222
145.1666667,"X0.25",19.56722222,0.25,19.56722222
145.1875,"X0.25",19.47222222,0.25,19.47222222
145.2083333,"X0.25",19.37722222,0.25,19.37722222
145.2291667,"X0.25",19.37722222,0.25,19.37722222
145.25,"X0.25",19.28222222,0.25,19.28222222
145.2708333,"X0.25",19.28222222,0.25,19.28222222
145.2916667,"X0.25",19.28222222,0.25,19.28222222
145.3125,"X0.25",19.28222222,0.25,19.28222222
145.3333333,"X0.25",19.18722222,0.25,19.18722222
145.3541667,"X0.25",19.09222222,0.25,19.09222222
145.375,"X0.25",19.09222222,0.25,19.09222222
145.3958333,"X0.25",19.09222222,0.25,19.09222222
145.4166667,"X0.25",19.28222222,0.25,19.28222222
145.4375,"X0.25",19.37722222,0.25,19.37722222
145.4583333,"X0.25",19.37722222,0.25,19.37722222
145.4791667,"X0.25",19.37722222,0.25,19.37722222
145.5,"X0.25",19.66222222,0.25,19.66222222
145.5208333,"X0.25",19.47222222,0.25,19.47222222
145.5416667,"X0.25",20.04277778,0.25,20.04277778
145.5625,"X0.25",21.18722222,0.25,21.18722222
145.5833333,"X0.25",21.76,0.25,21.76
145.6041667,"X0.25",22.33277778,0.25,22.33277778
145.625,"X0.25",22.71722222,0.25,22.71722222
145.6458333,"X0.25",22.33277778,0.25,22.33277778
145.6666667,"X0.25",22.14222222,0.25,22.14222222
145.6875,"X0.25",22.62111111,0.25,22.62111111
145.7083333,"X0.25",22.14222222,0.25,22.14222222
145.7291667,"X0.25",22.14222222,0.25,22.14222222
145.75,"X0.25",22.33277778,0.25,22.33277778
145.7708333,"X0.25",22.23777778,0.25,22.23777778
145.7916667,"X0.25",22.23777778,0.25,22.23777778
145.8125,"X0.25",22.33277778,0.25,22.33277778
145.8333333,"X0.25",21.95111111,0.25,21.95111111
145.8541667,"X0.25",21.66388889,0.25,21.66388889
145.875,"X0.25",21.95111111,0.25,21.95111111
145.8958333,"X0.25",21.95111111,0.25,21.95111111
145.9166667,"X0.25",21.855,0.25,21.855
145.9375,"X0.25",21.855,0.25,21.855
145.9583333,"X0.25",21.66388889,0.25,21.66388889
145.9791667,"X0.25",21.66388889,0.25,21.66388889
146,"X0.25",21.56888889,0.25,21.56888889
146.0208333,"X0.25",21.47277778,0.25,21.47277778
146.0416667,"X0.25",21.37777778,0.25,21.37777778
146.0625,"X0.25",21.37777778,0.25,21.37777778
146.0833333,"X0.25",21.28222222,0.25,21.28222222
146.1041667,"X0.25",21.18722222,0.25,21.18722222
146.125,"X0.25",21.18722222,0.25,21.18722222
146.1458333,"X0.25",21.09111111,0.25,21.09111111
146.1666667,"X0.25",21.09111111,0.25,21.09111111
146.1875,"X0.25",20.99611111,0.25,20.99611111
146.2083333,"X0.25",20.99611111,0.25,20.99611111
146.2291667,"X0.25",20.90111111,0.25,20.90111111
146.25,"X0.25",20.90111111,0.25,20.90111111
146.2708333,"X0.25",20.805,0.25,20.805
146.2916667,"X0.25",20.805,0.25,20.805
146.3125,"X0.25",20.90111111,0.25,20.90111111
146.3333333,"X0.25",21.09111111,0.25,21.09111111
146.3541667,"X0.25",20.99611111,0.25,20.99611111
146.375,"X0.25",21.09111111,0.25,21.09111111
146.3958333,"X0.25",21.66388889,0.25,21.66388889
146.4166667,"X0.25",21.66388889,0.25,21.66388889
146.4375,"X0.25",21.76,0.25,21.76
146.4583333,"X0.25",22.23777778,0.25,22.23777778
146.4791667,"X0.25",21.95111111,0.25,21.95111111
146.5,"X0.25",22.33277778,0.25,22.33277778
146.5208333,"X0.25",22.42888889,0.25,22.42888889
146.5416667,"X0.25",22.62111111,0.25,22.62111111
146.5625,"X0.25",22.525,0.25,22.525
146.5833333,"X0.25",23.19611111,0.25,23.19611111
146.6041667,"X0.25",23.67722222,0.25,23.67722222
146.625,"X0.25",23.29222222,0.25,23.29222222
146.6458333,"X0.25",23.86888889,0.25,23.86888889
146.6666667,"X0.25",23.58111111,0.25,23.58111111
146.6875,"X0.25",23.58111111,0.25,23.58111111
146.7083333,"X0.25",23.77277778,0.25,23.77277778
146.7291667,"X0.25",23.58111111,0.25,23.58111111
146.75,"X0.25",23.38777778,0.25,23.38777778
146.7708333,"X0.25",22.62111111,0.25,22.62111111
146.7916667,"X0.25",23.67722222,0.25,23.67722222
146.8125,"X0.25",23.29222222,0.25,23.29222222
146.8333333,"X0.25",23.38777778,0.25,23.38777778
146.8541667,"X0.25",23.29222222,0.25,23.29222222
146.875,"X0.25",23.19611111,0.25,23.19611111
146.8958333,"X0.25",23.1,0.25,23.1
146.9166667,"X0.25",23.00388889,0.25,23.00388889
146.9375,"X0.25",22.90777778,0.25,22.90777778
146.9583333,"X0.25",22.81222222,0.25,22.81222222
146.9791667,"X0.25",22.81222222,0.25,22.81222222
147,"X0.25",22.71722222,0.25,22.71722222
147.0208333,"X0.25",22.62111111,0.25,22.62111111
147.0416667,"X0.25",22.525,0.25,22.525
147.0625,"X0.25",22.42888889,0.25,22.42888889
147.0833333,"X0.25",22.42888889,0.25,22.42888889
147.1041667,"X0.25",22.33277778,0.25,22.33277778
147.125,"X0.25",22.23777778,0.25,22.23777778
147.1458333,"X0.25",22.14222222,0.25,22.14222222
147.1666667,"X0.25",22.04611111,0.25,22.04611111
147.1875,"X0.25",22.04611111,0.25,22.04611111
147.2083333,"X0.25",21.95111111,0.25,21.95111111
147.2291667,"X0.25",21.95111111,0.25,21.95111111
147.25,"X0.25",21.855,0.25,21.855
147.2708333,"X0.25",21.855,0.25,21.855
147.2916667,"X0.25",21.855,0.25,21.855
147.3125,"X0.25",21.855,0.25,21.855
147.3333333,"X0.25",21.855,0.25,21.855
147.3541667,"X0.25",21.95111111,0.25,21.95111111
147.375,"X0.25",22.04611111,0.25,22.04611111
147.3958333,"X0.25",22.14222222,0.25,22.14222222
147.4166667,"X0.25",22.33277778,0.25,22.33277778
147.4375,"X0.25",22.525,0.25,22.525
147.4583333,"X0.25",22.62111111,0.25,22.62111111
147.4791667,"X0.25",22.81222222,0.25,22.81222222
147.5,"X0.25",23.00388889,0.25,23.00388889
147.5208333,"X0.25",23.00388889,0.25,23.00388889
147.5416667,"X0.25",23.48388889,0.25,23.48388889
147.5625,"X0.25",23.58111111,0.25,23.58111111
147.5833333,"X0.25",23.48388889,0.25,23.48388889
147.6041667,"X0.25",23.96611111,0.25,23.96611111
147.625,"X0.25",23.67722222,0.25,23.67722222
147.6458333,"X0.25",23.67722222,0.25,23.67722222
147.6666667,"X0.25",23.67722222,0.25,23.67722222
147.6875,"X0.25",23.96611111,0.25,23.96611111
147.7083333,"X0.25",23.67722222,0.25,23.67722222
147.7291667,"X0.25",24.35111111,0.25,24.35111111
147.75,"X0.25",25.31888889,0.25,25.31888889
147.7708333,"X0.25",24.44777778,0.25,24.44777778
147.7916667,"X0.25",24.15777778,0.25,24.15777778
147.8125,"X0.25",24.255,0.25,24.255
147.8333333,"X0.25",24.255,0.25,24.255
147.8541667,"X0.25",23.86888889,0.25,23.86888889
147.875,"X0.25",23.96611111,0.25,23.96611111
147.8958333,"X0.25",23.86888889,0.25,23.86888889
147.9166667,"X0.25",23.86888889,0.25,23.86888889
147.9375,"X0.25",23.77277778,0.25,23.77277778
147.9583333,"X0.25",23.67722222,0.25,23.67722222
147.9791667,"X0.25",23.48388889,0.25,23.48388889
148,"X0.25",23.38777778,0.25,23.38777778
148.0208333,"X0.25",23.29222222,0.25,23.29222222
148.0416667,"X0.25",23.19611111,0.25,23.19611111
148.0625,"X0.25",23.19611111,0.25,23.19611111
148.0833333,"X0.25",23.1,0.25,23.1
148.1041667,"X0.25",23.00388889,0.25,23.00388889
148.125,"X0.25",22.90777778,0.25,22.90777778
148.1458333,"X0.25",22.81222222,0.25,22.81222222
148.1666667,"X0.25",22.81222222,0.25,22.81222222
148.1875,"X0.25",22.71722222,0.25,22.71722222
148.2083333,"X0.25",22.71722222,0.25,22.71722222
148.2291667,"X0.25",22.62111111,0.25,22.62111111
148.25,"X0.25",22.62111111,0.25,22.62111111
148.2708333,"X0.25",22.525,0.25,22.525
148.2916667,"X0.25",22.525,0.25,22.525
148.3125,"X0.25",22.525,0.25,22.525
148.3333333,"X0.25",22.525,0.25,22.525
148.3541667,"X0.25",22.525,0.25,22.525
148.375,"X0.25",22.525,0.25,22.525
148.3958333,"X0.25",22.81222222,0.25,22.81222222
148.4166667,"X0.25",22.81222222,0.25,22.81222222
148.4375,"X0.25",22.71722222,0.25,22.71722222
148.4583333,"X0.25",22.90777778,0.25,22.90777778
148.4791667,"X0.25",23.19611111,0.25,23.19611111
148.5,"X0.25",23.1,0.25,23.1
148.5208333,"X0.25",23.19611111,0.25,23.19611111
148.5416667,"X0.25",23.67722222,0.25,23.67722222
148.5625,"X0.25",23.67722222,0.25,23.67722222
148.5833333,"X0.25",24.255,0.25,24.255
148.6041667,"X0.25",24.35111111,0.25,24.35111111
148.625,"X0.25",24.545,0.25,24.545
148.6458333,"X0.25",24.545,0.25,24.545
148.6666667,"X0.25",24.93111111,0.25,24.93111111
148.6875,"X0.25",25.31888889,0.25,25.31888889
148.7083333,"X0.25",25.31888889,0.25,25.31888889
148.7291667,"X0.25",25.41611111,0.25,25.41611111
148.75,"X0.25",25.22222222,0.25,25.22222222
148.7708333,"X0.25",25.125,0.25,25.125
148.7916667,"X0.25",25.125,0.25,25.125
148.8125,"X0.25",25.02777778,0.25,25.02777778
148.8333333,"X0.25",25.02777778,0.25,25.02777778
148.8541667,"X0.25",24.93111111,0.25,24.93111111
148.875,"X0.25",24.93111111,0.25,24.93111111
148.8958333,"X0.25",25.02777778,0.25,25.02777778
148.9166667,"X0.25",25.02777778,0.25,25.02777778
148.9375,"X0.25",24.93111111,0.25,24.93111111
148.9583333,"X0.25",24.93111111,0.25,24.93111111
148.9791667,"X0.25",24.93111111,0.25,24.93111111
149,"X0.25",24.93111111,0.25,24.93111111
149.0208333,"X0.25",24.835,0.25,24.835
149.0416667,"X0.25",24.73777778,0.25,24.73777778
149.0625,"X0.25",24.64111111,0.25,24.64111111
149.0833333,"X0.25",24.64111111,0.25,24.64111111
149.1041667,"X0.25",24.44777778,0.25,24.44777778
149.125,"X0.25",24.35111111,0.25,24.35111111
149.1458333,"X0.25",24.255,0.25,24.255
149.1666667,"X0.25",24.15777778,0.25,24.15777778
149.1875,"X0.25",24.06222222,0.25,24.06222222
149.2083333,"X0.25",23.96611111,0.25,23.96611111
149.2291667,"X0.25",23.86888889,0.25,23.86888889
149.25,"X0.25",23.77277778,0.25,23.77277778
149.2708333,"X0.25",23.77277778,0.25,23.77277778
149.2916667,"X0.25",23.67722222,0.25,23.67722222
149.3125,"X0.25",23.58111111,0.25,23.58111111
149.3333333,"X0.25",23.58111111,0.25,23.58111111
149.3541667,"X0.25",23.58111111,0.25,23.58111111
149.375,"X0.25",23.48388889,0.25,23.48388889
149.3958333,"X0.25",23.48388889,0.25,23.48388889
149.4166667,"X0.25",23.29222222,0.25,23.29222222
149.4375,"X0.25",23.38777778,0.25,23.38777778
149.4583333,"X0.25",23.38777778,0.25,23.38777778
149.4791667,"X0.25",23.48388889,0.25,23.48388889
149.5,"X0.25",23.48388889,0.25,23.48388889
149.5208333,"X0.25",23.48388889,0.25,23.48388889
149.5416667,"X0.25",23.67722222,0.25,23.67722222
149.5625,"X0.25",23.86888889,0.25,23.86888889
149.5833333,"X0.25",24.06222222,0.25,24.06222222
149.6041667,"X0.25",24.255,0.25,24.255
149.625,"X0.25",24.545,0.25,24.545
149.6458333,"X0.25",24.835,0.25,24.835
149.6666667,"X0.25",25.22222222,0.25,25.22222222
149.6875,"X0.25",25.805,0.25,25.805
149.7083333,"X0.25",25.02777778,0.25,25.02777778
149.7291667,"X0.25",26,0.25,26
149.75,"X0.25",25.51277778,0.25,25.51277778
149.7708333,"X0.25",25.70777778,0.25,25.70777778
149.7916667,"X0.25",25.125,0.25,25.125
149.8125,"X0.25",24.93111111,0.25,24.93111111
149.8333333,"X0.25",24.64111111,0.25,24.64111111
149.8541667,"X0.25",24.44777778,0.25,24.44777778
149.875,"X0.25",24.35111111,0.25,24.35111111
149.8958333,"X0.25",24.255,0.25,24.255
149.9166667,"X0.25",24.06222222,0.25,24.06222222
149.9375,"X0.25",23.96611111,0.25,23.96611111
149.9583333,"X0.25",23.86888889,0.25,23.86888889
149.9791667,"X0.25",23.67722222,0.25,23.67722222
150,"X0.25",23.58111111,0.25,23.58111111
150.0208333,"X0.25",23.38777778,0.25,23.38777778
150.0416667,"X0.25",23.29222222,0.25,23.29222222
150.0625,"X0.25",23.19611111,0.25,23.19611111
150.0833333,"X0.25",23.1,0.25,23.1
150.1041667,"X0.25",22.90777778,0.25,22.90777778
150.125,"X0.25",22.81222222,0.25,22.81222222
150.1458333,"X0.25",22.71722222,0.25,22.71722222
150.1666667,"X0.25",22.62111111,0.25,22.62111111
150.1875,"X0.25",22.42888889,0.25,22.42888889
150.2083333,"X0.25",22.33277778,0.25,22.33277778
150.2291667,"X0.25",22.23777778,0.25,22.23777778
150.25,"X0.25",22.14222222,0.25,22.14222222
150.2708333,"X0.25",22.04611111,0.25,22.04611111
150.2916667,"X0.25",21.95111111,0.25,21.95111111
150.3125,"X0.25",21.855,0.25,21.855
150.3333333,"X0.25",21.855,0.25,21.855
150.3541667,"X0.25",21.95111111,0.25,21.95111111
150.375,"X0.25",22.04611111,0.25,22.04611111
150.3958333,"X0.25",22.23777778,0.25,22.23777778
150.4166667,"X0.25",22.42888889,0.25,22.42888889
150.4375,"X0.25",22.62111111,0.25,22.62111111
150.4583333,"X0.25",23.48388889,0.25,23.48388889
150.4791667,"X0.25",23.67722222,0.25,23.67722222
150.5,"X0.25",24.255,0.25,24.255
150.5208333,"X0.25",24.44777778,0.25,24.44777778
150.5416667,"X0.25",23.96611111,0.25,23.96611111
150.5625,"X0.25",24.255,0.25,24.255
150.5833333,"X0.25",24.255,0.25,24.255
150.6041667,"X0.25",24.64111111,0.25,24.64111111
150.625,"X0.25",25.51277778,0.25,25.51277778
150.6458333,"X0.25",26.29222222,0.25,26.29222222
150.6666667,"X0.25",26.585,0.25,26.585
150.6875,"X0.25",26.78111111,0.25,26.78111111
150.7083333,"X0.25",26.87888889,0.25,26.87888889
150.7291667,"X0.25",26.68277778,0.25,26.68277778
150.75,"X0.25",26.48777778,0.25,26.48777778
150.7708333,"X0.25",26.195,0.25,26.195
150.7916667,"X0.25",25.805,0.25,25.805
150.8125,"X0.25",25.31888889,0.25,25.31888889
150.8333333,"X0.25",24.93111111,0.25,24.93111111
150.8541667,"X0.25",24.73777778,0.25,24.73777778
150.875,"X0.25",24.545,0.25,24.545
150.8958333,"X0.25",24.35111111,0.25,24.35111111
150.9166667,"X0.25",24.15777778,0.25,24.15777778
150.9375,"X0.25",23.96611111,0.25,23.96611111
150.9583333,"X0.25",23.86888889,0.25,23.86888889
150.9791667,"X0.25",23.67722222,0.25,23.67722222
151,"X0.25",23.58111111,0.25,23.58111111
151.0208333,"X0.25",23.38777778,0.25,23.38777778
151.0416667,"X0.25",23.29222222,0.25,23.29222222
151.0625,"X0.25",23.1,0.25,23.1
151.0833333,"X0.25",23.00388889,0.25,23.00388889
151.1041667,"X0.25",22.90777778,0.25,22.90777778
151.125,"X0.25",22.81222222,0.25,22.81222222
151.1458333,"X0.25",22.71722222,0.25,22.71722222
151.1666667,"X0.25",22.525,0.25,22.525
151.1875,"X0.25",22.42888889,0.25,22.42888889
151.2083333,"X0.25",22.33277778,0.25,22.33277778
151.2291667,"X0.25",22.23777778,0.25,22.23777778
151.25,"X0.25",22.14222222,0.25,22.14222222
151.2708333,"X0.25",22.04611111,0.25,22.04611111
151.2916667,"X0.25",22.04611111,0.25,22.04611111
151.3125,"X0.25",22.04611111,0.25,22.04611111
151.3333333,"X0.25",22.04611111,0.25,22.04611111
151.3541667,"X0.25",22.04611111,0.25,22.04611111
151.375,"X0.25",22.14222222,0.25,22.14222222
151.3958333,"X0.25",22.33277778,0.25,22.33277778
151.4166667,"X0.25",22.525,0.25,22.525
151.4375,"X0.25",23.48388889,0.25,23.48388889
151.4583333,"X0.25",23.77277778,0.25,23.77277778
151.4791667,"X0.25",23.77277778,0.25,23.77277778
151.5,"X0.25",24.255,0.25,24.255
151.5208333,"X0.25",24.73777778,0.25,24.73777778
151.5416667,"X0.25",24.73777778,0.25,24.73777778
151.5625,"X0.25",24.835,0.25,24.835
151.5833333,"X0.25",25.125,0.25,25.125
151.6041667,"X0.25",25.70777778,0.25,25.70777778
151.625,"X0.25",26.09722222,0.25,26.09722222
151.6458333,"X0.25",26.585,0.25,26.585
151.6666667,"X0.25",26.48777778,0.25,26.48777778
151.6875,"X0.25",26.585,0.25,26.585
151.7083333,"X0.25",27.86222222,0.25,27.86222222
151.7291667,"X0.25",27.76388889,0.25,27.76388889
151.75,"X0.25",27.37,0.25,27.37
151.7708333,"X0.25",27.17277778,0.25,27.17277778
151.7916667,"X0.25",26.48777778,0.25,26.48777778
151.8125,"X0.25",26.29222222,0.25,26.29222222
151.8333333,"X0.25",25.90222222,0.25,25.90222222
151.8541667,"X0.25",25.61,0.25,25.61
151.875,"X0.25",25.41611111,0.25,25.41611111
151.8958333,"X0.25",25.22222222,0.25,25.22222222
151.9166667,"X0.25",25.02777778,0.25,25.02777778
151.9375,"X0.25",24.835,0.25,24.835
151.9583333,"X0.25",24.64111111,0.25,24.64111111
151.9791667,"X0.25",24.44777778,0.25,24.44777778
152,"X0.25",24.255,0.25,24.255
152.0208333,"X0.25",24.15777778,0.25,24.15777778
152.0416667,"X0.25",23.96611111,0.25,23.96611111
152.0625,"X0.25",23.86888889,0.25,23.86888889
152.0833333,"X0.25",23.77277778,0.25,23.77277778
152.1041667,"X0.25",23.67722222,0.25,23.67722222
152.125,"X0.25",23.48388889,0.25,23.48388889
152.1458333,"X0.25",23.38777778,0.25,23.38777778
152.1666667,"X0.25",23.29222222,0.25,23.29222222
152.1875,"X0.25",23.19611111,0.25,23.19611111
152.2083333,"X0.25",23.1,0.25,23.1
152.2291667,"X0.25",23.00388889,0.25,23.00388889
152.25,"X0.25",22.90777778,0.25,22.90777778
152.2708333,"X0.25",22.81222222,0.25,22.81222222
152.2916667,"X0.25",22.71722222,0.25,22.71722222
152.3125,"X0.25",22.62111111,0.25,22.62111111
152.3333333,"X0.25",22.62111111,0.25,22.62111111
152.3541667,"X0.25",22.62111111,0.25,22.62111111
152.375,"X0.25",22.62111111,0.25,22.62111111
152.3958333,"X0.25",22.71722222,0.25,22.71722222
152.4166667,"X0.25",22.71722222,0.25,22.71722222
152.4375,"X0.25",22.90777778,0.25,22.90777778
152.4583333,"X0.25",23.00388889,0.25,23.00388889
152.4791667,"X0.25",23.1,0.25,23.1
152.5,"X0.25",23.00388889,0.25,23.00388889
152.5208333,"X0.25",23.19611111,0.25,23.19611111
152.5416667,"X0.25",23.38777778,0.25,23.38777778
152.5625,"X0.25",23.48388889,0.25,23.48388889
152.5833333,"X0.25",23.77277778,0.25,23.77277778
152.6041667,"X0.25",23.77277778,0.25,23.77277778
152.625,"X0.25",23.77277778,0.25,23.77277778
152.6458333,"X0.25",23.96611111,0.25,23.96611111
152.6666667,"X0.25",24.06222222,0.25,24.06222222
152.6875,"X0.25",24.06222222,0.25,24.06222222
152.7083333,"X0.25",24.15777778,0.25,24.15777778
152.7291667,"X0.25",24.15777778,0.25,24.15777778
152.75,"X0.25",24.15777778,0.25,24.15777778
152.7708333,"X0.25",24.06222222,0.25,24.06222222
152.7916667,"X0.25",23.96611111,0.25,23.96611111
152.8125,"X0.25",23.86888889,0.25,23.86888889
152.8333333,"X0.25",23.58111111,0.25,23.58111111
152.8541667,"X0.25",23.48388889,0.25,23.48388889
152.875,"X0.25",23.38777778,0.25,23.38777778
152.8958333,"X0.25",23.29222222,0.25,23.29222222
152.9166667,"X0.25",23.19611111,0.25,23.19611111
152.9375,"X0.25",23.1,0.25,23.1
152.9583333,"X0.25",23.00388889,0.25,23.00388889
152.9791667,"X0.25",22.90777778,0.25,22.90777778
153,"X0.25",22.81222222,0.25,22.81222222
153.0208333,"X0.25",22.71722222,0.25,22.71722222
153.0416667,"X0.25",22.62111111,0.25,22.62111111
153.0625,"X0.25",22.525,0.25,22.525
153.0833333,"X0.25",22.42888889,0.25,22.42888889
153.1041667,"X0.25",22.42888889,0.25,22.42888889
153.125,"X0.25",22.33277778,0.25,22.33277778
153.1458333,"X0.25",22.23777778,0.25,22.23777778
153.1666667,"X0.25",22.14222222,0.25,22.14222222
